col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
1.0,0.017363425015708325,0.021466549088116432,0.028746575926961827,-0.0037975054039592546,0.033405562736751535,0.030393615446441254,-0.08462809798174434,-0.04305408162928533,-0.03281666021450456,0.04494639289266019,-0.01475119677048012,0.06306120028742161,0.004706576985518353,-0.024776776714294853,0.002931689453768567,-0.015802155182109534,-0.0516671071568861,-0.03844797584759727,-0.011311863882315516,-0.0020367357900679148,0.012496608419790023,0.0033828329398952525,0.028576372627562154,0.03055589415260021
0.017363425015708336,1.0,-0.0029196748187575966,-0.05375084896100521,-0.03220100165423434,-0.031216571814332506,0.0001577796554260603,0.0036794213816007076,-0.005494230996133133,0.02049568437072042,-0.03188077747289731,-0.030351604386469926,0.025049770480024363,-0.007651086735714447,0.004793928473553938,0.03365682851449126,0.037163678109163704,-0.03399811106335992,-0.017478333034676833,0.03770083347098959,-0.0409711606733231,0.007237575527056201,-0.005364142576616311,-0.028391042906550583,-0.057865201422685246
0.02146654908811646,-0.0029196748187576053,1.0,-0.001035190630550546,-0.03694114143853677,0.03237105094724503,-0.030629577278160007,0.0009717657099809549,-0.016286715168494222,0.01855165008779092,0.020775388705071143,-0.025246405717886507,-0.0003955501201788916,0.04436724324278264,0.028733753490811337,-0.03738790915138545,0.017946516485548892,0.015233240861670962,0.01800608518055658,-0.0028555556592209084,0.042837475474493576,-0.01516380114067702,-0.028953010399763408,-0.02538142255250855,-0.01639914278071919
0.028746575926961806,-0.05375084896100519,-0.001035190630550539,1.0,0.039373905832693394,0.007998365530828165,-0.034777216657171914,-0.039362784294607885,0.014593179063304157,-0.009724560063500367,-0.07377934917005871,-0.03449626546752512,0.026485291642565013,-0.029034945264738668,-0.01020925596505511,-0.022516666856203852,0.038750943727802044,-0.04547607241857017,-0.028323180313581376,0.01655262130022498,0.007048511445156818,0.002849590235773256,0.016018079337650072,0.012340213888016507,0.00612182449148529
-0.003797505403959236,-0.03220100165423434,-0.03694114143853675,0.039373905832693415,1.0,0.030913363644774695,0.0036320193827840156,-0.025608028947044108,-0.021915813359876087,0.01210051463312126,-0.007922119628813592,-0.05270915690195742,0.02317031727946642,-0.013655604250806013,0.00310840271321872,-0.002699795516686212,-0.03712503765324443,-0.04827719839645042,-0.022039447234718908,-0.0008581755060469238,-0.02936880034434723,-0.04411150460533543,0.04417174046931126,0.03132261838939628,-0.023966862703485248
0.03340556273675154,-0.03121657181433252,0.03237105094724505,0.0079983655308282,0.030913363644774674,1.0,0.011498399649870431,0.020038728892078958,0.04399895376007549,-0.04395714710050714,0.061781227899270784,0.01259066812752657,-0.04016984863882282,0.012213167461914276,-0.09309239904988768,-0.015188878945629033,0.05447773457706183,0.05164992055248794,-0.010886269057982215,-0.01915084965651849,0.040968206850962224,0.026720204368627327,-0.014241368005355113,0.017950745104429053,0.050832196354714226
0.030393615446441227,0.00015777965542605374,-0.03062957727816003,-0.03477721665717189,0.0036320193827840516,0.011498399649870438,1.0,0.004031443412475998,-0.03488869770480456,-0.05532816672411274,0.05379376045860394,-0.009293625661350568,0.027966065745113563,-0.04093982983345737,0.01812235753713402,0.0011165488375321187,-0.003260850173211026,-0.01574077588679874,-0.027646877734426145,0.031780548347834885,-0.023158414111753345,-0.019823804446701246,0.018255423992903707,0.05619212667587331,0.0047295677778212124
-0.08462809798174437,0.0036794213816006825,0.0009717657099809561,-0.039362784294607864,-0.02560802894704412,0.020038728892078958,0.004031443412476025,1.0,0.00677144826248814,0.010081907350840127,0.013125101461737478,0.01489654473768356,0.09814296589653214,-0.015925423570833316,-0.004487620945582527,0.015698520704219426,0.07033756044193051,-0.05731877413869337,0.004126758921222849,0.018843939305745145,0.046496820912509874,0.024999772190802478,0.022850026161554706,-0.008182777819754615,-0.011520716774082734
-0.04305408162928535,-0.00549423099613311,-0.016286715168494205,0.01459317906330416,-0.021915813359876093,0.043998953760075434,-0.03488869770480455,0.006771448262488113,1.0,-0.01655332187477642,0.009207508046903476,0.008287167987260084,0.03232625640050426,0.0027838404490220137,0.009778958107624547,-0.0032239519319936572,0.030937466920152853,0.0017391553514634129,-0.04815791837137832,-0.016570706694082112,-0.026232803825920928,0.04628535462609602,-0.001032326835486025,0.05344697686195267,-0.02669364612873525
-0.032816660214504564,0.020495684370720392,0.01855165008779093,-0.009724560063500389,0.01210051463312128,-0.043957147100507146,-0.05532816672411276,0.010081907350840141,-0.016553321874776414,1.0,-0.01752466596608865,-0.039346520681653466,-0.004635657175476699,-0.005175848927683002,-0.08493593098644744,0.03531020864300115,0.0646073838677399,-0.02865309372176497,-0.03834980728819214,-0.012806509787613855,0.019541083995378534,0.013617552345024347,0.02375838147756877,0.01572818529704447,0.029942645616762305
0.04494639289266022,-0.031880777472897324,0.020775388705071184,-0.07377934917005871,-0.007922119628813593,0.06178122789927076,0.05379376045860395,0.01312510146173747,0.00920750804690343,-0.017524665966088666,1.0,-0.005361304810081685,0.02555951954087918,-0.012313734977783038,-0.0006337602969769477,-0.0662399586354454,-0.007105418754236592,-0.0341404514224313,0.009377318425538218,0.005139117193631516,0.07405596044180114,0.07864798190090588,-0.03626648110592979,0.009966066602693755,-0.02855816340772614
-0.014751196770480108,-0.03035160438646994,-0.025246405717886514,-0.03449626546752515,-0.05270915690195742,0.012590668127526553,-0.00929362566135056,0.014896544737683612,0.008287167987260093,-0.039346520681653466,-0.005361304810081692,1.0,-0.009123793808000769,0.03225795643259964,-0.03779134119240261,0.05225293488045816,0.0464886166432125,-0.05554805073234873,0.0028768016409475125,0.018125024345173893,0.010045344690819283,-0.020666896176906785,-0.005884738282033593,0.02430729298243596,-0.028253447129483918
0.06306120028742163,0.025049770480024346,-0.00039555012017890035,0.026485291642565013,0.02317031727946644,-0.04016984863882281,0.02796606574511358,0.09814296589653212,0.032326256400504266,-0.004635657175476692,0.025559519540879212,-0.009123793808000788,1.0,-0.02817391657166476,0.02225528727381997,0.030741731440675178,0.01074474466893147,0.052586488573621394,0.0866757046253804,0.011941649038097432,-0.025343225999952278,0.04724443093243932,0.02684205204471123,-0.019862280486871896,0.0294114202017984
